,RESPONSEID,MAINBRANCH,EMPLOYMENT,COUNTRY,USSTATE,UKCOUNTRY,EDLEVEL,AGE1STCODE,LEARNCODE,YEARSCODE,YEARSCODEPRO,DEVTYPE,ORGSIZE,CURRENCY,COMPTOTAL,COMPFREQ,LANGUAGEHAVEWORKEDWITH,LANGUAGEWANTTOWORKWITH,DATABASEHAVEWORKEDWITH,DATABASEWANTTOWORKWITH,PLATFORMHAVEWORKEDWITH,PLATFORMWANTTOWORKWITH,WEBFRAMEHAVEWORKEDWITH,WEBFRAMEWANTTOWORKWITH,MISCTECHHAVEWORKEDWITH,MISCTECHWANTTOWORKWITH,TOOLSTECHHAVEWORKEDWITH,TOOLSTECHWANTTOWORKWITH,NEWCOLLABTOOLSHAVEWORKEDWITH,NEWCOLLABTOOLSWANTTOWORKWITH,OPSYS,NEWSTUCK,NEWSOSITES,SOVISITFREQ,SOACCOUNT,SOPARTFREQ,SOCOMM,NEWOTHERCOMMS,AGE,GENDER,TRANS,SEXUALITY,ETHNICITY,ACCESSIBILITY,MENTALHEALTH,SURVEYLENGTH,SURVEYEASE,CONVERTEDCOMPYEARLY,AYUDA
72197,72198,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,ESPAÑA,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);Books / Physical media",25,12,"Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Database administrator;Developer, QA or test;System administrator",10 to 19 employees,EUR European Euro,1800.0,Monthly,Bash/Shell;C;C#;C++;Delphi;HTML/CSS;JavaScript;Node.js;PHP;SQL,C;C#;C++;HTML/CSS;PHP;SQL,MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,MariaDB;Microsoft SQL Server;Oracle;PostgreSQL,Microsoft Azure,Microsoft Azure,ASP.NET;ASP.NET Core ,ASP.NET Core ,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5,Docker;Git;Xamarin,Git;Xamarin,PHPStorm;Visual Studio,PHPStorm;Visual Studio,Windows,Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,True,A few times per month or weekly,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder",Appropriate in length,Neither easy nor difficult,23352.0,Call a coworker or friend;Visit Stack Overflow;Do other work and come back later Stack Overflow;Stack Exchange
72210,72211,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);Colleague",24,20,"Developer, full-stack;Other (please specify):;Engineering manager",20 to 99 employees,EUR European Euro,60000.0,Yearly,C#;Go;Python;Rust;SQL,C#;F#;Python;Rust,DynamoDB;MySQL;PostgreSQL,Microsoft SQL Server;MySQL,AWS,AWS;Microsoft Azure,ASP.NET Core ,ASP.NET Core ,.NET Core / .NET 5;Pandas,.NET Core / .NET 5;Pandas;TensorFlow,Docker;Git,Docker;Git,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Google it,Stack Overflow,Multiple times per day,True,A few times per month or weekly,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,64859.0,Google it Stack Overflow
72272,72273,I am a developer by profession,Employed full-time,ESPAÑA,,,Some college/university study without earning a degree,18 - 24 years,"Other online resources (ex: videos, blogs, etc);School",5,4,"Developer, full-stack;Other (please specify):",100 to 499 employees,EUR European Euro,25500.0,Yearly,Dart;HTML/CSS;JavaScript;PHP;SQL,Dart;PHP;SQL,MySQL,MySQL;SQLite,AWS;DigitalOcean,AWS,Laravel,Laravel,Flutter,Flutter,Git;Unity 3D,Git;Unity 3D;Unreal Engine,Notepad++;PHPStorm;Visual Studio Code,Notepad++;PHPStorm;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,A few times per week,True,Less than once per month or monthly,"Yes, somewhat",Yes,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,27565.0,Visit Stack Overflow;Google it;Watch help / tutorial videos Stack Overflow;Stack Exchange
72322,72323,I am a developer by profession,Employed full-time,ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,Friend or family member,15,7,"Developer, front-end",20 to 99 employees,EUR European Euro,52000.0,Yearly,HTML/CSS;JavaScript;Node.js;TypeScript,HTML/CSS;JavaScript;Node.js;TypeScript,Microsoft SQL Server;Oracle,Oracle,AWS;DigitalOcean,AWS;DigitalOcean,Angular,Angular,,,Docker;Git;Yarn,Docker;Git;Yarn,IntelliJ;Notepad++;Visual Studio Code,Visual Studio Code,Linux-based,Visit Stack Overflow,Stack Overflow;Stack Exchange,Multiple times per day,True,Less than once per month or monthly,"Yes, definitely",No,25-34 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,56211.0,Visit Stack Overflow Stack Overflow;Stack Exchange
72343,72344,I am a developer by profession,"Independent contractor, freelancer, or self-employed",ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);Books / Physical media",18,7,"Developer, back-end;Developer, embedded applications or devices;Product manager",2 to 9 employees,EUR European Euro,70000.0,Yearly,Bash/Shell;C#;Haskell;Java;JavaScript;Python;Scala;TypeScript,Bash/Shell;Kotlin;Python;Rust;Scala;Swift;TypeScript,Cassandra;Elasticsearch;PostgreSQL;Redis;SQLite,PostgreSQL;Redis;SQLite,AWS;Google Cloud Platform;Heroku;Microsoft Azure,AWS;Google Cloud Platform;Microsoft Azure,Django;jQuery;React.js;Vue.js,Django;FastAPI;Gatsby;React.js,.NET Framework;.NET Core / .NET 5;Apache Spark;NumPy;Pandas,Apache Spark;NumPy;Pandas;React Native;TensorFlow,Docker;Git;Kubernetes,Docker;Git;Kubernetes,Emacs;IntelliJ;Vim;Visual Studio;Visual Studio Code,Emacs;IntelliJ;Vim;Visual Studio Code;Xcode,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Daily or almost daily,True,A few times per month or weekly,"Yes, somewhat",No,25-34 years old,"Man;Non-binary, genderqueer, or gender non-conforming",No,Prefer not to say,White or of European descent;Hispanic or Latino/a/x,None of the above,Prefer not to say,Too short,Easy,75669.0,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Play games Stack Overflow;Stack Exchange
72402,72403,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,ESPAÑA,,,Some college/university study without earning a degree,18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",4,3,"Developer, full-stack",2 to 9 employees,EUR European Euro,1000.0,Monthly,Bash/Shell;C;HTML/CSS;Java;JavaScript;Objective-C;PHP;Python;SQL;Swift;TypeScript,Assembly;Bash/Shell;C;Go;JavaScript;Objective-C;PHP;Python;Ruby;Rust;SQL;Swift;TypeScript,MongoDB;MySQL;PostgreSQL;SQLite,MySQL;PostgreSQL;SQLite,DigitalOcean,DigitalOcean,Angular;Laravel;Symfony,Flask;Laravel;Symfony,,,Docker;Git,Docker;Git,Vim;Visual Studio Code;Xcode,Vim;Visual Studio Code;Xcode,MacOS,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow,A few times per week,True,Less than once per month or monthly,"No, not really",No,25-34 years old,Man,No,,,I am blind / have difficulty seeing,I have a concentration and/or memory disorder (e.g. ADHD),Appropriate in length,Easy,12972.0,Visit Stack Overflow;Google it;Watch help / tutorial videos Stack Overflow
72450,72451,I am a student who is learning to code,"Student, full-time",ESPAÑA,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18 - 24 years,Books / Physical media,5,,,,,,,C++;Matlab;R,Assembly;C#;Erlang;Haskell;Java;JavaScript;Julia;LISP;PHP;Python;Ruby;Scala;SQL;Swift;TypeScript,,,,,,,,,,,,,Windows,Visit Stack Overflow;Google it;Do other work and come back later;Meditate,Stack Overflow;Stack Exchange,Less than once per month or monthly,True,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",No,18-24 years old,Man,No,Bisexual,White or of European descent,I am blind / have difficulty seeing,None of the above,Appropriate in length,Easy,,Visit Stack Overflow;Google it;Do other work and come back later;Meditate Stack Overflow;Stack Exchange
72794,72795,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,Colleague;Books / Physical media,10,4,"Developer, desktop or enterprise applications;Developer, back-end",20 to 99 employees,EUR European Euro,1100.0,Monthly,HTML/CSS;Java;JavaScript;SQL,APL;Assembly;Haskell;Python;Ruby;SQL;VBA,Oracle;PostgreSQL;SQLite,PostgreSQL;SQLite,,,jQuery;React.js,Angular.js;Ruby on Rails,,,,,Eclipse;Notepad++;Sublime Text;Vim,Notepad++;Sublime Text;Vim,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,A few times per month or weekly,True,I have never participated in Q&A on Stack Overflow,"No, not at all",No,25-34 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x;Middle Eastern,None of the above,None of the above,Appropriate in length,Easy,14268.0,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later;Play games Stack Overflow;Stack Exchange
72880,72881,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);School",7,2,"Developer, front-end;Developer, full-stack;Engineer, data;Developer, back-end;Engineer, site reliability",500 to 999 employees,EUR European Euro,48000.0,Yearly,Java;JavaScript;Kotlin;Node.js;Python;SQL,Java;JavaScript;Kotlin;Node.js;Python;SQL,Elasticsearch;MongoDB;MySQL;Redis,Elasticsearch;Firebase;MongoDB;Redis,Google Cloud Platform,Google Cloud Platform,React.js,React.js,Apache Spark;Hadoop;NumPy;Pandas;React Native,Apache Spark;Keras;React Native;TensorFlow;Torch/PyTorch,Git;Kubernetes,Git;Kubernetes,Android Studio;IntelliJ;PyCharm;Sublime Text;Vim;Webstorm,Android Studio;IntelliJ;PyCharm;Sublime Text;Vim;Webstorm,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,True,A few times per week,"Yes, definitely",Yes,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent;Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,51887.0,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later Stack Overflow;Stack Exchange
72888,72889,I am a developer by profession,Employed full-time,ESPAÑA,,,"Professional degree (JD, MD, etc.)",11 - 17 years,Books / Physical media,24,17,"Developer, full-stack;Data scientist or machine learning specialist","5,000 to 9,999 employees",EUR European Euro,33000.0,Yearly,Bash/Shell;Java;JavaScript;Python,Go;Rust;Scala,Elasticsearch;Oracle;Redis,DynamoDB;MySQL;PostgreSQL,,,Django;React.js,FastAPI,Hadoop,Apache Spark;Flutter;Hadoop;Keras;React Native,,,Eclipse;PyCharm;Visual Studio Code,NetBeans;PyCharm;Webstorm,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,Stack Overflow,Daily or almost daily,True,A few times per month or weekly,"Yes, definitely",Yes,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,35672.0,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos Stack Overflow
72943,72944,I am a developer by profession,Employed full-time,ESPAÑA,,,Something else,18 - 24 years,"Other online resources (ex: videos, blogs, etc);School",7,5,"Developer, full-stack",I don’t know,EUR European Euro,40000.0,Yearly,HTML/CSS;Java;JavaScript;PHP;TypeScript,Bash/Shell;Java;Node.js;Python;TypeScript,MySQL;PostgreSQL,Firebase;MongoDB;MySQL,AWS,,Angular;Spring;Symfony,Angular;Django;Express;Svelte;Vue.js,,,Git;Yarn,Docker,IntelliJ;PHPStorm;Sublime Text;Visual Studio Code;Webstorm,IntelliJ;PHPStorm;PyCharm;Webstorm,Windows,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow,A few times per week,True,Less than once per month or monthly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,43239.0,Visit Stack Overflow;Google it;Do other work and come back later Stack Overflow
72968,72969,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,Books / Physical media,36,21,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Product manager",100 to 499 employees,EUR European Euro,30000.0,Yearly,C#;HTML/CSS;JavaScript;PowerShell;SQL,C#,Microsoft SQL Server,,Microsoft Azure,Microsoft Azure,ASP.NET;ASP.NET Core ,,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5,Docker;Git;Xamarin,Docker;Git;Xamarin,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per month or weekly,True,Less than once per month or monthly,Neutral,No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,32429.0,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later Stack Overflow;Stack Exchange
72977,72978,"I am not primarily a developer, but I write code sometimes as part of my work",Employed part-time,ESPAÑA,,,"Professional degree (JD, MD, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Colleague",28,25,"Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Engineer, data;Developer, back-end;Database administrator;Designer;Engineer, site reliability;System administrator",2 to 9 employees,EUR European Euro,1000.0,Monthly,HTML/CSS;JavaScript;PHP,,MariaDB,,,,,,,,,,Visual Studio Code,,Linux-based,Google it,Stack Overflow;Stack Exchange,A few times per week,False,,"No, not really",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,,Appropriate in length,Easy,12972.0,Google it Stack Overflow;Stack Exchange
73018,73019,I am a developer by profession,Employed full-time,ESPAÑA,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5 - 10 years,Books / Physical media,35,8,"Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Developer, embedded applications or devices",500 to 999 employees,EUR European Euro,20000.0,Yearly,Assembly;Bash/Shell;C++;COBOL;Java;JavaScript;PHP;SQL,Assembly;Go;JavaScript;Kotlin;Node.js;Rust;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL,MariaDB;MongoDB;PostgreSQL,AWS;Heroku,AWS;Heroku,Angular;Angular.js;Drupal;jQuery,Angular;Angular.js,.NET Framework;.NET Core / .NET 5;TensorFlow,Qt;TensorFlow,Git,Git;Unity 3D;Unreal Engine,Android Studio;Atom;Eclipse;Notepad++;PHPStorm;PyCharm;Sublime Text;Visual Studio Code;Webstorm,Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Meditate,Stack Exchange,A few times per week,True,Less than once per month or monthly,Neutral,No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,21620.0,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Meditate Stack Exchange
73065,73066,"I am not primarily a developer, but I write code sometimes as part of my work","Independent contractor, freelancer, or self-employed",ESPAÑA,,,Some college/university study without earning a degree,25 - 34 years,Other (please specify):,3,3,Other (please specify):,"Just me - I am a freelancer, sole proprietor, etc.",EUR European Euro,,,C;C++;Java;JavaScript;Node.js;Python,,MySQL,,,,,,,,Git,,Android Studio;NetBeans;PyCharm;Visual Studio Code,,Windows,Google it;Play games,Stack Overflow;Stack Exchange,Daily or almost daily,True,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",No,25-34 years old,Man,No,,Hispanic or Latino/a/x,None of the above,None of the above,Too long,Easy,,Google it;Play games Stack Overflow;Stack Exchange
73070,73071,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media",6,Less than 1 year,System administrator,100 to 499 employees,EUR European Euro,14350.0,Yearly,C;C++;Go;Ruby;SQL,C++;Go;Ruby,MariaDB;MySQL,MariaDB;MySQL;Oracle,AWS;DigitalOcean;Google Cloud Platform,AWS;DigitalOcean;Google Cloud Platform,Ruby on Rails,Ruby on Rails,Qt,,Docker;Git;Kubernetes;Puppet,Ansible;Chef;Docker;Git;Kubernetes;Puppet;Terraform,Notepad++;Visual Studio Code,Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,,,"Yes, somewhat",Yes,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,15512.0,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos Stack Overflow;Stack Exchange
